"Path","File","Size","MediaType","Duration(seconds)" ,"Height","Width","BitsPerPixel","AudioBitRate","AudioChannels","AudioSampleRate"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 05 - Blues Before Sunrise.flac","21638075","Audio","231","","","","749","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 06 - Let's Make It.flac","14262955","Audio","144","","","","792","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 07 - I Got A Letter.flac","14436737","Audio","165","","","","699","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 08 - Thelma.flac","19983036","Audio","212","","","","754","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 09 - House Rent Boogie.flac","24660985","Audio","243","","","","811","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 10 - Keep Your Hands To Yourself.flac","13970617","Audio","141","","","","791","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 11 - What Do You Say.flac","14752739","Audio","152","","","","776","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 12 - Big Legs, Tight Skirt.flac","13000383","Audio","138","","","","752","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 13 - Everybody Rockin'.flac","14214317","Audio","162","","","","700","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 14 - Onions.flac","12716156","Audio","133","","","","763","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 15 - Wheel And Deal.flac","13859572","Audio","154","","","","720","2","44100"
"C:\DirListerTest\TestData\Blues\John Lee Hooker [1992] - Boom Boom\","John Lee Hooker - Boom Boom - 16 - Sadie Mae.flac","22289849","Audio","242","","","","737","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 01 - Cross Road Blues.mp3","2430976","Audio","122","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 02 - Terraplane Blues.mp3","2936832","Audio","147","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 03 - Come On In My Kitchen.mp3","2783232","Audio","140","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 04 - Walkin' Blues.mp3","2439168","Audio","122","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 05 - Last Fair Deal Gone Down.mp3","2578432","Audio","129","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 06 - 32-20 Blues.mp3","2756608","Audio","138","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 07 - Kind Hearted Woman Blues.mp3","2770944","Audio","139","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 08 - If I Had Possession Over Judgement Day.mp3","2525184","Audio","127","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 09 - Preachin' Blues (Up Jumped The Devil).mp3","2785280","Audio","140","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 10 - When You Got A Good Friend.mp3","2564096","Audio","129","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 11 - Ramblin' On My Mind.mp3","2779453","Audio","139","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 12 - Stones In My Passway.mp3","2410813","Audio","121","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 13 - Traveling Riverside Blues.mp3","2707456","Audio","136","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 14 - Milkcow's Calf Blues.mp3","2234368","Audio","112","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 15 - Me And The Devil Blues.mp3","2506752","Audio","126","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 16 - Hell Hound On My Trail.mp3","2566144","Audio","129","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - King Of The Delta Blues Singers\","Robert Johnson - King Of The Delta Blues Singers - 17 - Traveling Riverside Blues (Previously Unissued Alternate Take.mp3","2560000","Audio","129","","","","160","2","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings - Disk 1 - 100a - CD-1 label.jpg","91801","Image","","800","806","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings - Disk 1 - 100b - CD-1 front.jpg","112390","Image","","800","805","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings - Disk 1 - 100c - CD-1 tray.jpg","101743","Image","","800","1021","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 01 - Kind Hearted Woman Blues (Take 1).mp3","2773120","Audio","174","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 02 - Kind Hearted Woman Blues (Take 2).mp3","2457728","Audio","154","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 03 - I Believe I'll Dust My Broom.mp3","2865280","Audio","180","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 04 - Sweet Home Chicago.mp3","2922624","Audio","183","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 05 - Ramblin' On My Mind (Take 1).mp3","2781312","Audio","174","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 06 - Ramblin' On My Mind (Take 2).mp3","2297984","Audio","144","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 07 - When You Got A Good Friend (Take 1).mp3","2558080","Audio","160","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 08 - When You Got A Good Friend (Take 2).mp3","2769024","Audio","174","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 09 - Come On In My Kitchen (Take 1).mp3","2734208","Audio","171","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 10 - Come On In My Kitchen (Take 2).mp3","2535552","Audio","159","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 11 - Terraplane Blues.mp3","2916480","Audio","183","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 12 - Phonograph Blues (Take 1).mp3","2574254","Audio","161","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 13 - Phonograph Blues (Take 2).mp3","2476160","Audio","155","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 14 - 32-20 Blues.mp3","2791552","Audio","175","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 15 - They're Red Hot.mp3","2893952","Audio","181","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 16 - Dead Shrimp Blues.mp3","2447488","Audio","153","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 17 - Cross Road Blues (Take 1).mp3","2586752","Audio","162","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 18 - Cross Road Blues (Take 2).mp3","2437248","Audio","153","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 19 - Walkin' Blues.mp3","2424960","Audio","152","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 1\","Robert Johnson - The Complete Recordings (CD1) - 20 - Last Fair Deal Gone Down.mp3","2545792","Audio","160","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings - Disk 2 - 200a - CD-2 label.jpg","92494","Image","","800","807","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings - Disk 2 - 200b - CD-2 front.jpg","106398","Image","","800","810","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings - Disk 2 - 200c - CD-2 tray.jpg","114573","Image","","800","1021","24","","",""
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 01 - Praching Blues (Up jumped the devil).mp3","2776964","Audio","174","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 02 - If I Had Possession Over Judgement Day.mp3","2517120","Audio","158","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 03 - Stomes In My Passway.mp3","2414720","Audio","151","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 04 - I'm a Steady Rollin' Man.mp3","2531456","Audio","159","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 05 - From Four 'til Late.mp3","2330752","Audio","146","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 06 - Hellhound on my Trail.mp3","2533504","Audio","159","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 07 - Little Queen of Spades.mp3","2156672","Audio","135","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 08 - Little Queen of Spades V2.mp3","2203524","Audio","138","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 09 - Malted Milk.mp3","2246784","Audio","141","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 10 - Drunken Hearted Man.mp3","2367616","Audio","148","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 11 - Drunkeen Hearted Man V2.mp3","2269312","Audio","142","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 12 - Me and the Devil Blues.mp3","2529408","Audio","159","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 13 - Me and the Devil Blues V2.mp3","2433152","Audio","153","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 14 - Stop Breakin' Down Blues.mp3","2226304","Audio","140","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 15 - Stop Breaking Down Blues.mp3","2318464","Audio","145","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 16 - Travelling Riverside Blues.mp3","2719872","Audio","171","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 17 - Honeymoon Blues.mp3","2224256","Audio","140","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 18 - Love in Vain.mp3","2435200","Audio","153","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 19 - Love in Vain V2.mp3","2271360","Audio","142","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 20 - Milkcow's Calf Blues.mp3","2205614","Audio","138","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\CD 2\","Robert Johnson - The Complete Recordings (CD2) - 21 - Milkcow's Calf Blues V2.mp3","2234496","Audio","140","","","","128","1","44100"
"C:\DirListerTest\TestData\Blues\Robert Johnson - The Complete Recordings\","Robert Johnson - The Complete Recordings - 001 - Robert Johnson - portrait.jpg","146547","Image","","800","1015","24","","",""
